Packet;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6
792469;-328780765,8666667;-322123972,26666665;-9253256,533333333;858060,8;22868450,133333333;27007189,333333332
792470;426764846,93333334;418661478,4;-9250521,6;877414,4;22874990,933333334;77160396,8
792471;-325711261,8666667;-323254365,8666667;-9251310,933333334;868394,6666666666;22875182,933333334;29730743,466666665
792472;3427054,933333333;5445064,533333333;-9252689,066666666;833169,0666666667;22844433,066666666;74152691,2
792473;281419225,6;273491571,2;-9261619,2;854720;22866662,4;32998365,866666667
792474;-448417745,06666666;-441610286,93333334;-9233766,4;875438,9333333333;22869218,133333333;70635511,46666667
792475;325751829,3333333;321235089,06666666;-9223027,2;879799,4666666667;22877815,466666665;36746176
792476;-60473634,13333333;-63415620,266666666;-9266231,466666667;842282,6666666666;22859178,666666668;66664157,86666667
792477;-277903957,3333333;-271784849,06666666;-9241275,733333332;876215,4666666667;22896371,2;40906756,266666666
792478;421832699,73333335;413317870,93333334;-9223287,466666667;888755,2;22900727,466666665;62355076,266666666
792479;-369303650,1333333;-365772795,73333335;-9246796,8;877546,6666666666;22880230,4;45356416
792480;71342455,46666667;72142545,06666666;-9232473,6;860061,8666666667;22851477,333333332;57814318,93333333
792481;227128499,2;219836113,06666666;-9267118,933333334;847266,1333333333;22854152,533333335;49948194,13333333
792482;-438158707,2;-431065728;-9228275,2;878246,4;22873301,333333332;53168456,53333333
792483;365126664,53333336;359576456,53333336;-9261559,466666667;849655,4666666667;22878899,2;54617228,8
792484;-127563345,06666666;-129264034,13333334;-9228620,8;889591,4666666667;22928994,133333333;48483293,86666667
792485;-220647744;-215232213,33333334;-9244053,333333334;851460,2666666667;22894080;59248290,13333333
792486;406328004,26666665;397613137,06666666;-9270843,733333332;852360,5333333333;22895458,133333333;43872179,2
792487;-404268172,8;-399755771,73333335;-9252083,2;859908,2666666667;22912004,266666666;63727351,46666667
792488;137216870,4;136769779,2;-9247637,333333334;848000;22873156,266666666;39520755,2
792489;167091131,73333332;160572740,26666668;-9259217,066666666;865348,2666666667;22893469,866666667;67926208
792490;-417491174,4;-410285508,26666665;-9244625,066666666;867571,2;22882325,333333332;35526395,733333334
792491;395394871,46666664;388911543,46666664;-9246126,933333334;861845,3333333334;22891673,6;71756130,13333334
792492;-191777228,8;-192268454,4;-9265732,266666668;842052,2666666667;22874589,866666667;31890321,066666666
792493;-158332044,8;-153793672,53333333;-9258406,4;843669,3333333334;22871513,6;75144051,2
792494;380635042,1333333;371905898,6666667;-9249800,533333333;875818,6666666666;22918523,733333334;28778414,933333334
792495;-429687701,3333333;-424320789,3333333;-9282380,8;838139,7333333333;22862109,866666667;77988633,6
792496;199507336,53333333;197826427,73333332;-9213542,4;894515,2;22893388,8;26230920,533333335
792497;102685691,73333333;97087031,46666667;-9273326,933333334;858931,2;22879291,733333334;80180275,2
792498;-387001715,2;-379921762,1333333;-9273493,333333334;824034,1333333333;22863547,733333334;24354389,333333332
792499;415705911,46666664;408404757,3333333;-9261768,533333333;851400,5333333333;22887240,533333335;81709222,4
792500;-251646894,93333334;-250904371,2;-9252211,2;848648,5333333333;22914986,666666668;23179468,8
792501;-92368456,53333333;-88843464,53333333;-9252424,533333333;833996,8;22879974,4;82570504,53333333
792502;345447761,06666666;336900923,73333335;-9241830,4;866316,8;22909559,466666665;22687654,4
792503;-444897655,46666664;-438833194,6666667;-9281698,133333333;829350,4;22869721,6;82704546,13333334
792504;256674474,66666666;253760072,53333333;-9238190,933333334;870429,8666666667;22899618,133333333;22932795,733333334
792505;35574963,2;30998745,6;-9256221,866666667;892053,3333333334;22910502,4;82077427,2
792506;-347328187,73333335;-340520494,93333334;-9250756,266666668;865668,2666666667;22898235,733333334;23926374,4
792507;425746944;417823334,4;-9278071,466666667;844484,2666666667;22874359,466666665;80753117,86666666
792508;-305696277,3333333;-303742843,73333335;-9242414,933333334;878745,6;22918024,533333335;25613717,333333332
792509;-24431543,466666665;-21995835,733333334;-9242158,933333334;855662,9333333333;22893521,066666666;78764125,86666666
792510;301559368,53333336;293401902,93333334;-9270737,066666666;866560;22889813,333333332;27932595,2
792511;-449568123,73333335;-442943142,4;-9249092,266666668;870506,6666666666;22905433,6;76138449,06666666
792512;307292966,4;303213892,26666665;-9243438,933333334;866534,4;22905216;30863355,733333334
792513;-32693320,533333335;-36135641,6;-9273070,933333334;864366,9333333333;22909734,4;72916992
792514;-299477998,93333334;-293120571,73333335;-9261120;857531,7333333333;22864913,066666666;34351155,2
792515;425094971,73333335;416720055,46666664;-9258039,466666667;869623,4666666667;22881143,466666665;69204070,4
792516;-352578931,2;-349520699,73333335;-9249766,4;870997,3333333334;22893943,466666665;38268842,666666664
792517;43781158,4;45043114,666666664;-9235404,8;868164,2666666667;22875946,666666668;65103539,2
792518;249998912;242431658,66666666;-9242346,666666666;874641,0666666667;22890086,4;42523118,93333333
792519;-443629755,73333335;-436615244,8;-9253708,8;860983,4666666667;22859669,333333332;60714286,93333333
792520;350096985,6;344990843,73333335;-9229785,6;891063,4666666667;22882436,266666666;47037777,06666667
792521;-100513314,13333334;-102696068,26666667;-9274022,4;867136;22848499,2;56116202,666666664
792522;-244675340,8;-238982809,6;-9232960;871389,8666666667;22865280;51690231,46666667
792523;413941798,4;405261265,06666666;-9259426,133333333;855432,5333333333;22855027,2;51428625,06666667
792524;-391119765,3333333;-387031428,26666665;-9258286,933333334;859272,5333333333;22875733,333333332;56381930,666666664
792525;110747012,26666667;110803315,2;-9238459,733333332;858018,1333333333;22873348,266666666;46782003,2
792526;192192038,4;185322346,66666666;-9260701,866666667;865851,7333333333;22886779,733333334;60973316,266666666
792527;-427111650,1333333;-419950741,3333333;-9244706,133333333;853960,5333333333;22873169,066666666;42297971,2
792528;384209024;378050513,06666666;-9238169,6;853435,7333333333;22875370,666666668;65341320,53333333
792529;-166089207,46666667;-167096123,73333332;-9237248;868334,9333333333;22900040,533333335;38035822,93333333
792530;-184283302,4;-179373828,26666668;-9229930,666666666;867814,4;22883571,2;69415364,26666667
792531;392244480;383517585,06666666;-9260394,666666666;855884,8;22865045,333333332;34133388,8
792532;-420584430,93333334;-415538764,8;-9227067,733333332;877853,8666666667;22885764,266666666;73111210,66666667
792533;174647513,6;173478809,6;-9243618,133333333;852872,5333333333;22859537,066666666;30689408
792534;129390668,8;123384836,26666667;-9258858,666666666;863219,2;22874905,6;76301952
792535;-400546222,93333334;-393390579,2;-9231022,933333334;871517,8666666667;22872243,2;27806054,4
792536;408703889,06666666;401737053,8666667;-9239172,266666668;867720,5333333333;22875404,8;78854848
792537;-227867259,73333332;-227612454,4;-9260834,133333333;846336;22843754,666666668;25492006,4
792538;-119582190,93333334;-115618504,53333333;-9237533,866666667;871227,7333333333;22875524,266666666;80841890,13333334
792539;360893474,1333333;352270805,3333333;-9244040,533333333;881753,6;22893038,933333334;23841113,6
792540;-439950267,73333335;-434145937,06666666;-9271739,733333332;843438,9333333333;22856746,666666668;82159654,4
792541;234072439,46666667;231666112;-9226385,066666666;885158,4;22898304;22911705,6
792542;63187076,266666666;58185122,13333333;-9274547,2;848994,1333333333;22864546,133333333;82729928,53333333
792543;-364457024;-357529190,4;-9240883,2;863701,3333333334;22881160,533333335;22719035,733333334
792544;422982169,6;415303441,06666666;-9273301,333333334;824469,3333333334;22835400,533333335;82562218,66666667
792545;-284406237,8666667;-282951368,53333336;-9248226,133333333;870553,6;22898619,733333334;23234513,066666666
792546;-52254971,733333334;-49344652,8;-9233301,333333334;859246,9333333333;22890700,8;81670472,53333333
792547;320436206,93333334;312105369,6;-9237405,866666667;862451,2;22870596,266666666;24466700,8
792548;-448960371,2;-442531810,1333333;-9236953,6;860957,8666666667;22859592,533333335;80084795,73333333
792549;287513429,3333333;283899016,53333336;-9239082,666666666;877333,3333333334;22868352;26363643,733333334
792550;-4832392,533333333;-8734877,866666667;-9258734,933333334;859285,3333333334;22863287,466666665;77849395,2
792551;-319888840,53333336;-313316795,73333335;-9252851,2;864260,2666666667;22860864;28947652,266666666
792552;426600537,6;418400584,53333336;-9244590,933333334;865646,9333333333;22866551,466666665;74960418,13333334
792553;-334431961,6;-331769689,6;-9259374,933333334;870822,4;22886621,866666667;32091357,866666667
792554;16034043,733333332;17843528,533333335;-9240857,6;852561,0666666667;22849702,4;71567168
792555;271828522,6666667;264022681,6;-9255458,133333333;846493,8666666667;22864452,266666666;35718536,53333333
792556;-447318092,8;-440442466,1333333;-9262033,066666666;838711,4666666667;22858862,933333334;67728320
792557;333688968,53333336;328979281,06666666;-9233996,8;855974,4;22891084,8;39778107,733333334
792558;-73000814,93333334;-75683874,13333334;-9268928;851123,2;22863061,333333332;63520597,333333336
792559;-267815556,26666668;-261843592,53333333;-9219840;879018,6666666666;22911283,2;44155200
792560;419703526,4;411127530,6666667;-9238711,466666667;857288,5333333333;22878208;58996710,4
792561;-376503709,8666667;-372802180,26666665;-9257540,266666668;850099,2;22882167,466666665;48752162,13333333
792562;83678259,2;84234227,2;-9218926,933333334;875562,6666666666;22903965,866666667;54365674,666666664
792563;216419443,2;209226786,13333333;-9259208,533333333;857134,9333333333;22890252,8;53408832
792564;-435091387,73333335;-427993523,2;-9241024;854263,4666666667;22881531,733333334;49690504,53333333
792565;371442956,8;365688089,6;-9245952;867639,4666666667;22904251,733333334;58055419,733333334
792566;-139659673,6;-141157171,2;-9240337,066666666;853589,3333333334;22877525,333333332;45096763,733333334
792567;-209476689,06666666;-204226619,73333332;-9216738,133333333;860475,7333333333;22898265,6;62588910,93333333
792568;402333828,26666665;393608358,4;-9241006,933333334;860019,2;22892864;40657676,8
792569;-409721062,4;-405039018,6666667;-9249028,266666668;851157,3333333334;22891622,4;66891281,06666667
792570;149054289,06666666;148371848,53333333;-9225390,933333334;862421,3333333334;22895953,066666666;36510314,666666664
792571;155478391,46666667;149105463,46666667;-9262702,933333334;852778,6666666666;22898129,066666666;70815351,46666667
792572;-412559428,26666665;-405383863,46666664;-9240746,666666666;858133,3333333334;22884206,933333334;32788966,4
792573;399895313,06666666;393233864,53333336;-9240977,066666666;871321,6;22903342,933333334;74292603,73333333
792574;-203256204,8;-203486758,4;-9257169,066666666;867310,9333333333;22897949,866666667;29550976
792575;-146354107,73333332;-141990630,4;-9232832;855193,6;22886092,8;77304729,6
792576;374835989,3333333;366125713,06666666;-9268872,533333333;842504,5333333333;22873233,066666666;26853371,733333334
792577;-433303803,73333335;-427807927,46666664;-9234329,6;873706,6666666666;22913459,2;79703850,66666667
792578;210467630,93333334;208540142,93333334;-9246660,266666668;845299,2;22857339,733333334;24792102,4
792579;90435763,2;85015509,33333333;-9246173,866666667;875016,5333333333;22906077,866666667;81419601,06666666
792580;-380277073,06666666;-373241028,26666665;-9242837,333333334;852450,1333333333;22887799,466666665;23435485,866666667
792581;418383274,6666667;410945403,73333335;-9216729,6;879010,1333333333;22920648,533333335;82429073,06666666
792582;-262140940,8;-261183850,66666666;-9253294,933333334;856772,2666666667;22892339,2;22749504
792583;-79893017,6;-76562449,06666666;-9233928,533333333;874116,2666666667;22884966,4;82719906,13333334
792584;337950877,8666667;329475895,46666664;-9265194,666666666;846860,8;22859763,2;22801988,266666666
792585;-446591138,1333333;-440394240;-9247773,866666667;861508,2666666667;22877060,266666666;82307882,66666667
792586;266530201,6;263387827,2;-9236091,733333332;865698,1333333333;22870233,6;23569079,466666665
792587;22968998,4;18607654,4;-9268228,266666668;861862,4;22872874,666666668;81166818,13333334
792588;-339054156,8;-332332932,26666665;-9212296,533333333;871274,6666666666;22878033,066666666;25098082,133333333
792589;426423539,2;418401924,26666665;-9245943,466666667;853124,2666666667;22869457,066666666;79343287,46666667
792590;-314892211,2;-312733448,53333336;-9254182,4;859857,0666666667;22886771,2;27263308,8
792591;-11821789,866666667;-9578248,533333333;-9217181,866666667;867908,2666666667;22912934,4;76843805,86666666
792592;292550361,6;284508957,8666667;-9279560,533333333;831505,0666666667;22874065,066666666;30042295,466666665
792593;-449269482,6666667;-442556467,2;-9246971,733333332;872064;22904392,533333335;73784874,66666667
792594;315807308,8;311530393,6;-9220445,866666667;879138,1333333333;22922406,4;33354376,533333335
792595;-45342327,46666667;-48559744;-9242764,8;878139,7333333333;22907178,666666668;70208234,66666667
792596;-289844966,4;-283627669,3333333;-9244070,4;868330,6666666666;22891456;37182566,4
792597;423850197,3333333;415418978,1333333;-9238830,933333334;860394,6666666666;22902980,266666666;66180889,6
792598;-360363810,1333333;-357089309,8666667;-9236552,533333333;851938,1333333333;22898521,6;41386491,733333334
792599;56345962,666666664;57405909,333333336;-9254365,866666667;831607,4666666667;22879138,133333333;61855509,333333336
792600;239802692,26666668;232337902,93333334;-9235643,733333332;871027,2;22928550,4;45824947,2
792601;-441327108,26666665;-434285009,06666666;-9241902,933333334;864337,0666666667;22904162,133333333;57311415,46666667
792602;357119351,46666664;351787353,6;-9224435,2;867601,0666666667;22923131,733333334;50437555,2
792603;-112846984,53333333;-114829137,06666666;-9237640,533333333;874376,5333333333;22916364,8;52639769,6
792604;-233958920,53333333;-228376695,46666667;-9222664,533333333;861602,1333333333;22921595,733333334;55115537,06666667
792605;410630984,53333336;401947963,73333335;-9251882,666666666;832721,0666666667;22897437,866666667;47969489,06666667
792606;-397319970,1333333;-393020599,46666664;-9251822,933333334;861307,7333333333;22920716,8;59771699,2
792607;122824921,6;122667421,86666666;-9241565,866666667;853098,6666666666;22906449,066666666;43410009,6
792608;180888384;174184580,26666668;-9245977,6;871005,8666666667;22908407,466666665;64201715,2
792609;-422959509,3333333;-415758045,8666667;-9251865,6;852078,9333333333;22894698,666666668;39081006,93333333
792610;389485883,73333335;383206438,4;-9231470,933333334;866807,4666666667;22907771,733333334;68342263,46666667
792611;-177836718,93333334;-178574404,26666668;-9257860,266666668;864554,6666666666;22903607,466666665;35083443,2
792612;-172565691,73333332;-167815650,13333333;-9243076,266666668;859340,8;22892309,333333332;72141179,73333333
792613;387166178,1333333;378453273,6;-9261465,6;842432;22884526,933333334;31511069,866666667
792614;-424923012,26666665;-419721996,8;-9239641,6;864802,1333333333;22902784;75495936
792615;185969224,53333333;184577152;-9261730,133333333;855283,2;22873608,533333335;28467665,066666666
792616;117367833,6;111551722,66666667;-9274837,333333334;847308,8;22873864,533333335;78243298,13333334
792617;-394531443,2;-387393651,2;-9241314,133333333;866777,6;22883131,733333334;26016452,266666666
792618;412106709,3333333;404993868,8;-9246459,733333332;849621,3333333334;22881928,533333335;80378496
792619;-238783530,66666666;-238277346,13333333;-9269290,666666666;862007,4666666667;22881352,533333335;24207022,933333334
792620;-107301102,93333334;-103513873,06666666;-9245290,666666666;869602,1333333333;22884518,4;81863458,13333334
792621;354039449,6;345470626,1333333;-9266466,133333333;875699,2;22887970,133333333;23069619,2
792622;-442448819,2;-436480797,8666667;-9257156,266666668;870310,4;22887492,266666666;82622088,53333333
792623;244429960,53333333;241815654,4;-9238037,333333334;850035,2;22892544;22674598,4
792624;50670318,93333333;45889015,46666667;-9262195,2;855680;22891707,733333334;82666397,86666666
792625;-356901252,26666665;-349994355,2;-9270054,4;830276,2666666667;22871970,133333333;23031492,266666666
792626;424407735,46666664;416619178,6666667;-9243379,2;864524,8;22882841,6;81972480
792627;-294223436,8;-292528285,8666667;-9273309,866666667;839210,6666666666;22858423,466666665;24062566,4
792628;-39705096,53333333;-36981465,6;-9243153,066666666;845572,2666666667;22864593,066666666;80554931,2
792629;312003891,2;303778999,46666664;-9290726,4;840277,3333333334;22869657,6;25809297,066666666
792630;-449472213,3333333;-442935086,93333334;-9216503,466666667;883784,5333333333;22905698,133333333;78510353,06666666
792631;296644245,3333333;292835383,46666664;-9261346,133333333;834048;22854297,6;28220548,266666666
792632;-17475259,733333334;-21148270,933333334;-9245252,266666668;859447,4666666667;22887142,4;75797081,6
792633;-310768298,6666667;-304283332,26666665;-9246950,4;843861,3333333334;22867421,866666667;31233228,8
792634;426136563,2;417844279,46666664;-9252556,8;859238,4;22860437,333333332;72509120
792635;-342858240;-340005521,06666666;-9245998,933333334;855526,4;22877397,333333332;34744571,733333334
792636;28613883,733333334;30175257,6;-9218321,066666666;848285,8666666667;22860484,266666666;68768068,26666667
792637;262060424,53333333;254351296;-9252445,866666667;853021,8666666667;22867660,8;38694323,2
792638;-445877905,06666666;-438923763,2;-9249672,533333333;844398,9333333333;22858414,933333334;64644731,733333334
792639;341317427,2;336406848;-9240985,6;859686,4;22885606,4;42985710,93333333
792640;-85505211,73333333;-88000281,6;-9259379,2;847185,0666666667;22874094,933333334;60202581,333333336
792641;-257439027,2;-251566762,66666666;-9234867,2;850824,5333333333;22876718,933333334;47537011,2
792642;417286203,73333335;408674090,6666667;-9254050,133333333;826244,2666666667;22860569,6;55570176
792643;-383355648;-379444424,53333336;-9239338,666666666;848396,8;22872396,8;52190020,266666666
792644;95964505,6;96311680;-9238434,133333333;828215,4666666667;22850666,666666668;50900957,86666667
792645;205510933,33333334;198465408;-9235810,133333333;845248;22900091,733333334;56859562,666666664
792646;-431658568,53333336;-424517226,6666667;-9223270,4;846967,4666666667;22881446,4;46277124,266666666
792647;377450709,3333333;371525640,53333336;-9210295,466666667;854003,2;22909341,866666667;61413149,86666667
792648;-151701960,53333333;-152961676,8;-9276923,733333332;820612,2666666667;22842308,266666666;41795541,333333336
792649;-198137250,13333333;-193052019,2;-9201075,2;859827,2;22879778,133333333;65797922,13333333
792650;397964595,2;389218167,46666664;-9258457,6;827033,6;22835144,533333335;37571076,266666666
792651;-414839936;-410014464;-9225433,6;862438,4;22874641,066666666;69845657,6
792652;160728793,6;159811840;-9256729,6;808908,8;22828825,6;33691357,86666667
792653;143675178,66666666;137459238,4;-9225100,8;867652,2666666667;22885286,4;73445627,73333333
792654;-407289224,53333336;-400130594,1333333;-9236083,2;832597,3333333334;22845905,066666666;30355950,933333334
792655;404124330,6666667;397310417,06666666;-9231594,666666666;837683,2;22849642,666666668;76567991,46666667
792656;-214509742,93333334;-214534745,6;-9245576,533333333;842474,6666666666;22848055,466666665;27501115,733333334
792657;-134251063,46666667;-130078438,4;-9214609,066666666;842897,0666666667;22868885,333333332;79117674,66666667
792658;368695530,6666667;360031330,1333333;-9236411,733333332;820266,6666666666;22832520,533333335;25262220,8
792659;-436517922,1333333;-430869440;-9215739,733333332;840076,8;22852104,533333335;81031492,26666667
792660;221320738,13333333;219178073,6;-9208832;852812,8;22869636,266666666;23708646,4
792661;78118583,46666667;72870694,4;-9260458,666666666;828027,7333333333;22841996,8;82241032,53333333
792662;-373307093,3333333;-366300411,73333335;-9225463,466666667;845188,2666666667;22851443,2;22847957,333333332
792663;420667694,93333334;413119227,73333335;-9237678,933333334;834282,6666666666;22842811,733333334;82719441,06666666
792664;-272362171,73333335;-271156403,2;-9249489,066666666;833591,4666666667;22844347,733333334;22747251,2
792665;-67387694,93333334;-64223308,8;-9218094,933333334;841083,7333333333;22848482,133333333;82498990,93333334
792666;330172138,6666667;321765994,6666667;-9247782,4;828872,5333333333;22835767,466666665;23324842,666666668
792667;-447865459,2;-441564206,93333334;-9226611,2;843008;22858124,8;81540475,73333333
792668;276217292,8;272879206,4;-9217075,2;862886,4;22866538,666666668;24626922,666666668
792669;10358506,666666666;6215735,466666667;-9278020,266666668;829427,2;22858542,933333334;79881173,33333333
792670;-330553164,8;-323886980,26666665;-9225314,133333333;856981,3333333334;22878050,133333333;26636288
792671;426724608;418624951,46666664;-9248674,133333333;836693,3333333334;22863650,133333333;77534963,2
792672;-323906487,46666664;-321516936,53333336;-9262276,266666668;835968;22871082,666666668;29251421,866666667
792673;852488,5333333333;2898534,4;-9210240;851626,6666666666;22886941,866666667;74613794,13333334
792674;283337971,2;275386350,93333334;-9238199,466666667;837354,6666666666;22891857,066666666;32446276,266666666
792675;-448599176,53333336;-441803434,6666667;-9256750,933333334;829205,3333333334;22862318,933333334;71170615,46666667
792676;324096268,8;319607057,06666666;-9250858,666666666;826090,6666666666;22868923,733333334;36129220,266666666
792677;-57963528,53333333;-60947251,2;-9242406,4;849028,2666666667;22879799,466666665;67250368
792678;-279989785,6;-273858581,3333333;-9228851,2;834939,7333333333;22885350,4;40254293,333333336
792679;422151522,1333333;413634777,6;-9239893,333333334;847249,0666666667;22875584;63003648
792680;-367897297,06666666;-364419622,4;-9261158,4;837124,2666666667;22868522,666666668;44657075,2
792681;68797824;69630993,06666666;-9223394,133333333;845482,6666666666;22857975,466666665;58485580,8
792682;229336375,46666667;222015577,6;-9233318,4;850739,2;22868974,933333334;49247500,8
792683;-438697403,73333335;-431610355,2;-9238617,6;826862,9333333333;22841523,2;53871965,86666667
792684;363849954,1333333;358312674,1333333;-9230139,733333332;842086,4;22859409,066666666;53899886,93333333
792685;-125019968;-126783321,6;-9263078,4;841070,9333333333;22846357,333333332;49181713,06666667
792686;-222909845,33333334;-217488665,6;-9232729,6;858129,0666666667;22888832;58575479,46666667
792687;407062600,53333336;398353395,2;-9256883,2;847560,5333333333;22854937,6;44581811,2
792688;-403134114,1333333;-398690248,53333336;-9251409,066666666;854429,8666666667;22862310,4;63087086,93333333
792689;134777497,6;134371234,13333333;-9231833,6;865335,4666666667;22859464,533333335;40181081,6
792690;169467562,66666666;162909474,13333333;-9254050,133333333;853602,1333333333;22852420,266666666;67338611,2
792691;-418396215,46666664;-411223628,8;-9238775,466666667;852241,0666666667;22834065,066666666;36118429,86666667
792692;394422485,3333333;387949939,2;-9238557,866666667;846404,2666666667;22838267,733333334;71217305,6
792693;-189389333,33333334;-189936183,46666667;-9251084,8;843332,2666666667;22834624;32425911,466666665
792694;-160762252,8;-156192665,6;-9234752;844526,9333333333;22842333,866666667;74685572,26666667
792695;381780795,73333335;373056806,4;-9260693,333333334;839782,4;22863342,933333334;29218286,933333334
792696;-428931690,6666667;-423602069,3333333;-9231552;868061,8666666667;22889984;77602184,53333333
792697;197235925,33333334;195613947,73333332;-9226764,8;850325,3333333334;22867797,333333332;26603310,933333334
792698;105240145,06666666;99610389,33333333;-9237896,533333333;845141,3333333334;22877896,533333335;79915417,6
792699;-388261260,8;-381170999,46666664;-9221998,933333334;846869,3333333334;22864200,533333335;24639035,733333334
792700;415203997,8666667;407924288;-9268864;837841,0666666667;22850781,866666667;81563144,53333333
792701;-249465429,33333334;-248749550,93333334;-9261853,866666667;846468,2666666667;22852194,133333333;23321600
792702;-94898022,4;-91305646,93333334;-9229781,333333334;882124,8;22851963,733333334;82497143,46666667
792703;346896183,46666664;338383825,06666666;-9267153,066666666;851528,5333333333;22838980,266666666;22712460,8
792704;-444537531,73333335;-438489591,46666664;-9276706,133333333;850350,9333333333;22858850,133333333;82747537,06666666
792705;254632797,86666667;251777757,86666667;-9225092,266666668;891993,6;22873553,066666666;22867012,266666666
792706;38169689,6;33582754,13333333;-9278101,333333334;855014,4;22834854,4;82245542,4
792707;-348923229,8666667;-342085973,3333333;-9222813,866666667;885687,4666666667;22876770,133333333;23750720
792708;425573794,1333333;417680785,06666666;-9258564,266666668;860633,6;22843805,866666667;81004940,8
792709;-303752610,1333333;-301840187,73333335;-9263219,2;870293,3333333334;22873544,533333335;25304465,066666666
792710;-27039620,266666666;-24530798,933333334;-9252770,133333333;871283,2;22845218,133333333;79092488,53333333
792711;303328106,6666667;295174651,73333335;-9287351,466666667;840439,4666666667;22833911,466666665;27540334,933333334
792712;-449583936;-442962521,6;-9250257,066666666;876198,4;22856435,2;76548940,8
792713;305507618,1333333;301486250,6666667;-9253555,2;872793,6;22866022,4;30376674,133333333
792714;-30120247,466666665;-33572608;-9254186,666666666;873937,0666666667;22870037,333333332;73427404,8
792715;-301430075,73333335;-295066265,6;-9282551,466666667;841028,2666666667;22845849,6;33781154,13333333
792716;425318280,53333336;416960768;-9250154,666666666;891136;22894318,933333334;69779357,86666666
792717;-350977591,46666664;-347918673,06666666;-9268206,933333334;868070,4;22860727,466666665;37639863,46666667
792718;41195545,6;42536392,53333333;-9279530,666666666;837892,2666666667;22838758,4;65737092,266666666
792719;252058363,73333332;244472012,8;-9269422,933333334;871330,1333333333;22854788,266666666;41824712,53333333
792720;-444020535,46666664;-437034009,6;-9250082,133333333;860292,2666666667;22839965,866666667;61366673,06666667
792721;348660774,4;343547242,6666667;-9248401,066666666;867592,5333333333;22856072,533333335;46297275,733333334
792722;-97962862,93333334;-100214506,66666667;-9262267,733333332;875605,3333333334;22865608,533333335;56800085,333333336
792723;-246874790,4;-241130436,26666668;-9244616,533333333;852701,8666666667;22864051,2;50973858,13333333
792724;414481245,8666667;405854041,6;-9271099,733333332;842137,6;22827161,6;52106205,86666667
792725;-389890777,6;-385791795,2;-9260983,466666667;871697,0666666667;22867191,466666665;55652151,46666667
792726;108228121,6;108363246,93333334;-9244646,4;876386,1333333333;22865425,066666666;47445657,6
792727;194417736,53333333;187559027,2;-9291592,533333333;840994,1333333333;22846276,266666666;60227131,733333334
792728;-427934062,93333334;-420754760,53333336;-9245512,533333333;861179,7333333333;22881152;42946231,46666667
792729;383139187,2;377051831,46666664;-9246455,466666667;868808,5333333333;22888046,933333334;64690065,06666667
792730;-163612283,73333332;-164631918,93333334;-9273698,133333333;863436,8;22863104;38658803,2
792731;-186542954,66666666;-181604206,93333334;-9227596,8;876356,2666666667;22862963,2;68836808,53333333
792732;393324117,3333333;384596727,46666664;-9257446,4;877034,6666666666;22852620,8;34692962,13333333
792733;-419585241,6;-414578807,46666664;-9252727,466666667;851648;22846007,466666665;72567283,2
792734;172312089,6;171187182,93333334;-9229341,866666667;869521,0666666667;22862263,466666665;31144618,666666668
792735;131806250,66666667;125783334,4;-9276164,266666668;855709,8666666667;22860864;75807138,13333334
792736;-401741149,8666667;-394567078,4;-9232716,8;868791,4666666667;22873066,666666668;28152768
792737;407956893,8666667;401026713,6;-9248802,133333333;850423,4666666667;22872494,933333334;78486370,13333334
792738;-225580893,86666667;-225361314,13333333;-9271995,733333332;828398,9333333333;22843383,466666665;25776384
792739;-122040738,13333334;-118009442,13333334;-9218854,4;858564,2666666667;22863500,8;80573346,13333334
792740;362260680,53333336;353657459,2;-9256657,066666666;853499,7333333333;22855650,133333333;24036782,933333334
792741;-439458039,46666664;-433641736,53333336;-9248298,666666666;862685,8666666667;22854801,066666666;81973636,26666667
792742;231907955,2;229571468,8;-9230677,333333334;872554,6666666666;22848238,933333334;22962184,533333335
792743;65751048,53333333;60716288;-9262762,666666666;870967,4666666667;22837158,4;82645666,13333334
792744;-365999974,4;-359040209,06666666;-9224618,666666666;872994,1333333333;22861632;22670997,333333332
792745;422572049,06666666;414936213,3333333;-9259835,733333332;827042,1333333333;22823790,933333334;82592311,46666667
792746;-282406404,26666665;-280970269,8666667;-9224396,8;901068,8;22882542,933333334;23075699,2
792747;-54808524,8;-51826065,06666667;-9224857,6;886950,4;22848298,666666668;81828151,46666667
792748;322097429,3333333;313777740,8;-9252561,066666666;876330,6666666666;22842427,733333334;24191031,466666665
792749;-448807112,53333336;-442392763,73333335;-9243345,066666666;876057,6;22846860,8;80354419,2
792750;285614668,8;282070830,93333334;-9226073,6;871377,0666666667;22847099,733333334;26006818,133333333
792751;-2275758,933333333;-6189248;-9252437,333333334;857570,1333333333;22862280,533333335;78188360,53333333
792752;-321709764,26666665;-315122218,6666667;-9209203,2;895210,6666666666;22880789,333333332;28490158,933333334
792753;426676377,6;418502843,73333335;-9245376;862929,0666666667;22856089,6;75411016,53333333
792754;-332685175,46666664;-330068087,46666664;-9262762,666666666;858363,7333333333;22832072,533333335;31545770,666666668
792755;13471180,8;15295731,2;-9207274,666666666;886766,9333333333;22850606,933333334;72082210,13333334
792756;273872285,8666667;266015125,33333334;-9262528;868689,0666666667;22851127,466666665;35121937,06666667
792757;-447560524,8;-440693875,2;-9249604,266666668;869755,7333333333;22845998,933333334;68321740,8
